,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_RSS1_E005,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,10051730,1804,6264809,2280126,0,48.09,6045,532,0.8326086138613864,0.05960870412934347,0.011112871287128713,0.004849131459769478,5204,3533,67.89,1774,2079,39.95,2406,59.61,0.0,68.42,0.0,Eukaryota,RS,SRF,0.8-5
TOPAZ_RSS1_E006,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,Chlorophyta,15842334,3474,7188362,1231834,0,58.06,4706,1157,0.8866283018867923,0.04939592782604308,0.007024779874213837,0.0031393070654072218,8013,4409,55.02,1642,1978,24.68,2543,45.88,0.39,,,,RS,SRF,0.8-5
TOPAZ_RSS1_E007,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,45684866,8559,27251738,8970891,0,58.1,5841,2510,0.8298991028446389,0.04374501839052344,0.01186352297592998,0.006810422220916456,22292,9657,43.32,2213,3317,14.88,3121,67.45,1.96,,,,RS,SRF,0.8-5
TOPAZ_RSS1_E008,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,14702377,2466,9889997,4172841,0,65.65,6750,673,0.7803431081081081,0.08624643800597241,0.003217364864864865,0.003541110942163697,8303,5042,60.73,2219,2716,32.71,2850,67.45,0.0,82.05,0.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Mamiellaceae_Micromonas,RS,SRF,0.8-5
TOPAZ_RSS4_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,10037263,2723,2302129,210439,0,47.76,3557,1009,0.7143238613861388,0.0647888967686257,0.008062673267326731,0.011505726158648146,4712,2069,43.91,950,1068,22.67,1552,25.88,0.0,33.33,2.22,Eukaryota_Apicomplexa,RS,SRF,180-2000
TOPAZ_RSS4_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,7909590,2400,793507,100342,0,41.01,3151,970,0.4771015,0.09006193845210084,0.034166249999999995,0.008706899042569634,3232,588,18.19,116,136,4.21,349,2.35,0.0,,,,RS,SRF,180-2000
TOPAZ_RSS4_E003,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,33185861,9009,7800758,485019,0,38.65,3573,3340,0.6511604518072289,0.08240133601955686,0.2154618373493976,0.07034846143622064,13547,3148,23.24,598,795,5.87,1253,13.33,0.39,,,,RS,SRF,180-2000
TOPAZ_RSS4_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,28203422,7920,5223081,420659,0,35.12,3424,3015,0.5106064310954064,0.09856299794697156,0.05403257950530035,0.01480490836583296,10941,3984,36.41,1242,1564,14.29,2081,32.55,0.0,,,,RS,SRF,180-2000
TOPAZ_RSS3_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,2983363,764,856677,125755,0,55.62,3878,275,0.7817613333333335,0.04488012238050258,0.0028636666666666663,0.0023740267947565843,1192,752,63.09,457,491,41.19,825,14.51,0.0,7.41,0.0,Eukaryota_Metazoa,RS,SRF,20-180
TOPAZ_RSS3_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,12724159,3289,3449432,424568,0,46.66,3826,1187,0.5829891406250001,0.08146021268105508,0.016025234375,0.007149633400221884,5406,2573,47.6,1045,1191,22.03,1694,28.24,0.39,26.46,0.53,Eukaryota,RS,SRF,20-180
TOPAZ_RSS3_E003,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,44386461,13119,5512772,475949,0,35.15,3240,5205,0.34954076576576576,0.0929517759831549,0.12787254504504506,0.029833154195348943,15527,4039,26.01,766,1116,7.19,1605,20.78,0.0,,,,RS,SRF,20-180
TOPAZ_RSS3_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,28536841,8123,4537536,243895,0,40.0,3410,3159,0.3567794755244755,0.07666603846502525,0.06579849650349649,0.013091745738470368,9233,2655,28.76,531,688,7.45,1288,17.65,0.0,13.6,1.59,Eukaryota_Fungi_Ascomycota,RS,SRF,20-180
TOPAZ_RSS3_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,17965886,5180,2702346,216452,0,43.28,3333,2008,0.4915526666666666,0.08536308231183888,0.03860244444444445,0.011150726315268648,7370,2371,32.17,793,924,12.54,1385,25.49,0.0,,,,RS,SRF,20-180
TOPAZ_RSS3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,8069216,2490,598804,16490,0,34.13,3104,1026,0.5432711111111111,0.08404528798272254,0.019921358024691364,0.00576580592015161,3661,1426,38.95,537,607,16.58,1096,14.9,0.0,11.9,0.11,Eukaryota_Metazoa,RS,SRF,20-180
TOPAZ_RSS3_E007,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,35201072,8644,11494463,2248005,0,40.34,4006,2968,0.5420926912181303,0.08199980656273984,0.024310821529745043,0.009694597786255508,13973,6613,47.33,2115,2805,20.07,2832,48.24,0.39,48.14,9.56,Eukaryota_Fungi_Ascomycota,RS,SRF,20-180
TOPAZ_RSS3_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,10544548,2890,2128890,282690,0,38.89,3522,1086,0.4874661320754718,0.10524723907615044,0.03074254716981132,0.012108794952844778,4709,1104,23.44,129,172,3.65,498,1.96,0.0,,,,RS,SRF,20-180
TOPAZ_RSS3_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,13843053,4072,1795176,135245,0,37.04,3264,1615,0.5334502877697842,0.08694305356925283,0.0027791366906474817,0.003846097243037207,5924,2058,34.74,548,659,11.12,1161,10.59,0.39,,,,RS,SRF,20-180
TOPAZ_RSS3_E010,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,32312791,8905,6515859,576786,0,39.66,3516,3358,0.4985021604938271,0.07380758861181072,0.009464907407407408,0.006696334656432039,12610,5581,44.26,1625,2175,17.25,2452,33.73,1.18,37.5,8.33,Eukaryota_Fungi_Microsporidia,RS,SRF,20-180
TOPAZ_SAD1_E001,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Noelaerhabdaceae;Emiliania huxleyi,Haptophyta,27415302,7327,6443928,685295,0,66.47,3654,2706,0.7707145090909091,0.06741650997166056,0.035666,0.013864776875888836,12296,5298,43.09,1034,1472,11.97,2158,25.88,0.78,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E002,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gymnodiniales;Kareniaceae;-,Dinoflagellata,7772364,2003,2159625,309090,0,47.9,3781,715,0.6875241025641026,0.07519616829838281,0.015094615384615385,0.011265737219928452,2659,636,23.92,47,117,4.4,302,1.18,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E003,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Phaeocystales;Phaeocystaceae;Phaeocystis antarctica,Haptophyta,70309975,15695,30882796,6580336,0,68.21,4584,5069,0.8068288494318181,0.05187998815787664,0.06995305397727272,0.024671727013458784,35540,14030,39.48,2053,3733,10.5,3348,59.22,1.18,65.22,0.0,Eukaryota_Fungi_Ascomycota,SAO,DCM,0.8-5
TOPAZ_SAD1_E004,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,24193571,5492,10184423,2295918,0,62.02,4455,1785,0.7773129752066115,0.0517488843037735,0.03262648760330578,0.010895249687925606,10691,3835,35.87,940,1209,11.31,1829,26.67,0.39,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E005,Eukaryota;Stramenopiles;-;-;-;-;-;-,Eukaryota;-;Sar;-;Bigyra;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;-,SAR,5715805,1125,3176911,828688,0,47.63,5420,353,0.7910856896551723,0.09509367639355214,0.009486724137931031,0.005677254493069034,3119,1590,50.98,685,734,23.53,1275,21.96,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E006,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,18195744,1450,16712109,13793205,1615293,65.81,18508,290,0.8275678571428572,0.051111968021966166,0.0038007142857142853,0.004845921139226072,9586,6047,63.08,2591,3292,34.34,3200,80.78,0.78,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E007,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Naviculales;-;-,Ochrophyta,65699918,11198,43243358,18671216,129343,45.97,6560,3029,0.7875902587519025,0.042028281107733184,0.02044267884322679,0.009479848296350542,29850,14462,48.45,2835,5624,18.84,4005,84.71,21.57,100.0,38.46,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E008,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,10579327,1874,6815352,2877373,0,68.81,6483,514,0.9038689622641508,0.02395041493039731,0.00832075471698113,0.008048915864898427,5207,2278,43.75,551,784,15.06,1282,14.9,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E009,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,11466796,1962,7609648,2919970,0,48.6,6544,557,0.8165700869565217,0.0617001397714667,0.01371426086956522,0.00786326539769298,6363,4007,62.97,1950,2331,36.63,2550,62.75,0.78,73.5,3.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,DCM,0.8-5
TOPAZ_SAD1_E010,Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;-;-,Eukaryota;-;Sar;-;Pelagophyceae;-;Pelagomonadales;-;Aureococcus anophagefferens,Ochrophyta,25011711,5051,13660370,3573117,0,71.55,5307,1560,0.8316804382470119,0.0550707068955472,0.046508007968127485,0.02078021758894168,17474,7582,43.39,1808,2539,14.53,2812,60.39,0.0,69.23,5.13,Eukaryota_Pelagophyceae_Pelagomonadales_Aureococcus_Aureococcus.anophagefferens,SAO,DCM,0.8-5
TOPAZ_SAD1_E011,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,245607316,55911,101712045,21091870,50397,60.98,4453,18369,0.8316012332112334,0.04548276906111338,0.0,0.0,106421,46104,43.32,3241,12549,11.79,4495,87.45,26.67,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E012,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,11006609,2324,5364074,848900,0,47.33,4919,795,0.7238519819819822,0.07742537143609769,0.140940990990991,0.025051032920206863,4899,2710,55.32,980,1168,23.84,1653,31.37,0.0,25.59,1.35,Eukaryota_Fungi_Ascomycota,SAO,DCM,0.8-5
TOPAZ_SAD1_E013,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,Chlorophyta,10593160,2048,5956320,1825429,0,48.0,5547,623,0.8023131132075471,0.05550807766074193,0.006291320754716981,0.004017292121747687,5836,3672,62.92,1800,2132,36.53,2434,56.86,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E014,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,Haptophyta,38249927,8968,14874038,2484569,0,65.66,4301,3004,0.8498612532637076,0.038295601544381566,0.02924804177545692,0.019523372431526333,21600,9678,44.81,1836,2836,13.13,2975,52.16,1.57,57.58,18.18,Eukaryota_Apicomplexa_Conoidasida_Eucoccidiorida,SAO,DCM,0.8-5
TOPAZ_SAD1_E015,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,2621778,730,471203,84097,0,36.57,3457,277,0.8682644444444444,0.13357457465798547,0.011373333333333334,0.005288451429153767,1551,629,40.55,168,188,12.12,525,6.27,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E016,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,11669075,2759,4590939,582989,0,67.7,4296,936,0.7947376068376069,0.052597732437060805,0.0024364957264957268,0.004106100176595567,6673,3465,51.93,1328,1559,23.36,2108,45.49,1.57,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E017,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,63331299,11046,39787085,18438419,113104,55.06,6409,2877,0.8469928706624605,0.04372715016411869,0.02075671924290221,0.010184443801493586,29784,12747,42.8,2574,4672,15.69,3570,78.04,9.02,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E018,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,11839251,989,10886937,8721897,603375,60.71,17181,215,0.8390658823529409,0.056466008298170126,0.01291966386554622,0.009953006043340791,7355,4887,66.44,2412,2910,39.56,2976,81.57,0.39,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E019,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Coscinodiscophycidae;Melosirales;Stephanopyxidaceae;Stephanopyxis turris,Eukaryota,7555353,2055,1575540,81522,0,39.14,3620,780,0.8258713157894737,0.056495226052205076,0.005833684210526316,0.0031720397895664545,3394,1446,42.6,436,511,15.06,1005,18.43,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E020,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,6311576,850,4919890,2924053,0,48.88,9155,200,0.73934609375,0.09004887142923397,0.009841875,0.0064644273902933575,2929,1665,56.85,660,748,25.54,1213,24.31,0.39,11.11,0.0,Eukaryota_Apicomplexa_Conoidasida_Eucoccidiorida,SAO,DCM,0.8-5
TOPAZ_SAD1_E021,Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Aureococcus;Aureococcus anophagefferens,Eukaryota;-;Sar;-;Pelagophyceae;-;Pelagomonadales;-;Aureococcus anophagefferens,Ochrophyta,2795689,420,2088727,971009,0,52.48,7602,113,0.6823010714285714,0.053046401408799335,0.07576892857142857,0.012983639523670251,1052,505,48.0,158,257,24.43,333,6.67,2.75,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E022,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,40298814,4880,33090980,21927859,707239,45.37,10856,1124,0.7622005955334988,0.03824690658949023,0.027927096774193548,0.010496535751721176,18480,9040,48.92,2662,3736,20.22,3470,82.75,2.75,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E023,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,41240519,5407,31564819,21612934,1227300,69.02,10570,1079,0.8203852300242132,0.05379467285756702,0.0,0.0,23327,13857,59.4,2753,6987,29.95,3415,87.45,53.73,96.49,73.68,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,DCM,0.8-5
TOPAZ_SAD1_E024,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,24678205,4825,13357493,6040008,75953,64.4,5390,1279,0.8664836032388664,0.04571106942069361,0.02356967611336032,0.012286538958193672,9224,4403,47.73,1161,1527,16.55,2129,44.71,0.78,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E025,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;Paraphysomonas bandaiensis,Ochrophyta,15311467,2140,11898953,6619547,53929,47.41,8813,544,0.8641340909090909,0.06743789410884575,0.0,0.0,7928,4197,52.94,1650,1990,25.1,2343,62.75,3.14,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E026,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,Chlorophyta,15584437,705,15202623,14153381,5322804,60.9,34341,136,0.8171488461538461,0.034080310391206035,0.015583717948717954,0.016690017867973292,8636,5989,69.35,2893,3507,40.61,3412,90.98,0.0,100.0,0.0,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E027,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,52459685,9690,31563520,11886503,0,58.18,5902,2739,0.8438050857142857,0.052328787909144935,0.02801295238095238,0.01545836549751866,23539,10043,42.67,2369,3640,15.46,3212,69.8,1.96,76.36,23.64,Eukaryota_Fungi_Microsporidia,SAO,DCM,0.8-5
TOPAZ_SAD1_E028,Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;-;-,Eukaryota;-;Sar;-;Pelagophyceae;-;Pelagomonadales;-;Aureococcus anophagefferens,Ochrophyta,3292628,635,1898116,629754,0,51.98,5769,188,0.7239800000000001,0.05241456621508138,0.07410333333333334,0.016627570143857132,1297,555,42.79,161,256,19.74,367,6.67,1.96,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E029,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,17681837,3112,11140912,4713883,50932,54.25,6405,843,0.8808325988700566,0.05028987208100495,0.0168674011299435,0.008408470105617363,5106,1875,36.72,176,283,5.54,680,6.67,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E030,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Mediophyceae;Cymatosirophycidae;Cymatosirales;Cymatosiraceae;Extubocellulus spinifer,Ochrophyta,25369477,1517,24402067,21327977,4587421,54.93,25000,298,0.7400837795275591,0.03745453043734631,0.057786377952755916,0.020671940629763304,11555,6668,57.71,2394,3136,27.14,3121,83.14,0.39,92.31,5.13,Eukaryota_Bacillariophyta,SAO,DCM,0.8-5
TOPAZ_SAD1_E031,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gymnodiniales;Kareniaceae;-,Dinoflagellata,3794625,1169,379652,0,0,42.86,3095,477,0.1426605263157895,0.06152160677130428,0.3327189473684211,0.06866209993375544,705,80,11.35,13,16,2.27,78,0.39,0.0,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E032,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,23396836,4274,14189760,5788497,0,60.18,6051,1174,0.8852191880341882,0.039224472887119034,0.014626367521367525,0.013877330313650346,8356,4288,51.32,982,1340,16.04,1916,36.47,1.57,36.36,3.09,Eukaryota_Fungi_Ascomycota,SAO,DCM,0.8-5
TOPAZ_SAD1_E033,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,56335153,7749,42554708,27057368,563289,61.42,9554,1693,0.8646851063829788,0.0416949997702332,0.027785070921985816,0.019075330272238282,26529,12598,47.49,2435,4289,16.17,3430,73.73,1.57,73.08,20.51,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E034,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,114597965,17142,82152378,46461169,987593,54.46,8146,4015,0.7620115794066318,0.059290888677272564,0.06137374345549738,0.025091864652973785,44701,15002,33.56,2509,4274,9.56,3634,80.78,4.71,86.84,26.32,Eukaryota_Apicomplexa_Conoidasida,SAO,DCM,0.8-5
TOPAZ_SAD1_E035,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,Chlorophyta,10956111,2496,4573278,696101,0,59.13,4528,847,0.8101701818181817,0.04572604390143578,0.013865454545454544,0.01167128337855265,7141,4149,58.1,1879,2183,30.57,2594,64.31,0.39,66.67,5.26,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E036,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma singulare,Chlorophyta,26642286,4024,19596259,9719513,0,68.72,7881,1043,0.7947730711610487,0.058982373494776676,0.017553183520599255,0.009655562560880087,11977,6904,57.64,2702,3388,28.29,3473,86.27,0.39,87.61,3.42,Eukaryota,SAO,DCM,0.8-5
TOPAZ_SAD1_E037,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,16022477,2648,10588609,4813753,139813,70.3,6946,680,0.8140328571428573,0.059311385324436784,0.0,0.0,8980,5283,58.83,2222,2735,30.46,2910,68.63,0.0,82.46,3.51,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SAO,DCM,0.8-5
TOPAZ_SAD1_E038,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;Pycnococcus provasolii,Chlorophyta,24167252,3971,16480935,7151791,60274,57.82,6824,1081,0.842360082644628,0.03407193156623685,0.01647570247933884,0.012865255781549956,13051,6508,49.87,2373,2988,22.89,3233,74.12,0.78,,,,SAO,DCM,0.8-5
TOPAZ_SAD1_E039,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,10031989,2499,3123497,442613,0,55.34,3979,881,0.8059490099009899,0.07019144019214471,0.03625,0.011696062890080272,4462,1764,39.53,415,527,11.81,1054,16.08,0.0,10.42,0.83,Eukaryota_Apicomplexa_Aconoidasida,SAO,DCM,0.8-5
TOPAZ_SAD1_E040,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',Chlorophyta,12096664,388,11998321,11524755,5797982,60.93,46758,80,0.8455080991735536,0.02929675034341488,0.03758289256198346,0.01925769904803844,7195,5006,69.58,2510,3042,42.28,3040,81.18,0.78,,,,SAO,DCM,0.8-5
